1218-01 Pipeline
36.25525607,-120.0875717
36.25525605,-120.087572
36.25525578,-120.0875763
36.25525548,-120.0875814
36.25525458,-120.0875961
36.25525124,-120.0876509
36.25524754,-120.0877834
36.25524334,-120.0879142
36.25524319,-120.08792
36.25526398,-120.1064553
36.25526289,-120.106717
36.25525897,-120.1073156
36.25525788,-120.1079095
36.25525671,-120.1085354
36.25525504,-120.109167
36.25526007,-120.1097849
36.25525808,-120.110407
36.25525837,-120.1110452
36.25525226,-120.1116891
36.25525487,-120.1123063
36.25524899,-120.1129158
36.25524432,-120.1135358
36.25523778,-120.1141531
36.25522415,-120.1147733
36.25522164,-120.1153928
36.25521905,-120.116014
36.25521536,-120.1166419
36.25521229,-120.1172583
36.25520859,-120.1178854
36.25520552,-120.1185108
36.25520462,-120.1191265
36.25520148,-120.1197324
36.25519825,-120.1203348
36.25519734,-120.120946
36.25519357,-120.1215525
36.25519639,-120.1217104
36.25520582,-120.1222207
36.25520037,-120.1228295
36.25519567,-120.1234423
36.25519251,-120.1240495
36.25519268,-120.1246515
36.25519046,-120.1252419
36.25518889,-120.1258401
36.25518723,-120.1264508
36.25518062,-120.1270637
36.25517964,-120.127677
36.2551804,-120.1282855
36.25517392,-120.1288874
36.25517065,-120.129483
36.25516993,-120.130089
36.25516123,-120.1306864
36.25515841,-120.1312822
36.25515485,-120.1318891
36.25515282,-120.1324857
36.25515016,-120.1330789
36.25514595,-120.1336743
36.25514112,-120.1342619
36.25514109,-120.1348588
36.25513455,-120.1354547
36.25512327,-120.1360602
36.25512154,-120.1366553
36.25512094,-120.1372518
36.25512141,-120.1378521
36.2551215,-120.1378521
36.25512322,-120.138455
36.25512003,-120.1390608
36.25512,-120.1396633
36.2551161,-120.1398734
36.25511071,-120.1401519
36.25510501,-120.1405626
36.25510593,-120.1411497
36.25510652,-120.1417372
36.25510592,-120.1423014
36.25510424,-120.1428803
36.25510419,-120.1434647
36.25510221,-120.1440185
36.25511401,-120.1446192
36.25511497,-120.1452047
36.25511475,-120.1457866
36.25511576,-120.1463696
36.25511438,-120.1469445
36.25511568,-120.1475443
36.25511524,-120.1481384
36.25511712,-120.1487457
36.25511768,-120.1488267
36.2551185,-120.1492506
36.25511905,-120.1498307
36.25512095,-120.1504119
36.25512304,-120.1510213
36.25512286,-120.1516429
36.2551242,-120.1522644
36.25512498,-120.1528319
36.25512557,-120.1534287
36.25512573,-120.1540375
36.25512731,-120.1546473
36.25512973,-120.1552512
36.25513214,-120.155843
36.25513237,-120.156447
36.25513181,-120.1570457
36.25512952,-120.1576438
36.25512774,-120.1578972
36.25512849,-120.1579879
36.25512853,-120.1579939
36.25512856,-120.1579956
36.25513004,-120.1581025
36.25513334,-120.1588697
36.25513263,-120.1594768
36.25512741,-120.1600789
36.25512758,-120.1606662
36.25512688,-120.1612856
36.25512162,-120.1618923
36.25512454,-120.1624864
36.25512274,-120.1630944
36.25512057,-120.1637275
36.25512034,-120.1643277
36.25512157,-120.1649102
36.25512147,-120.1655232
36.25511978,-120.1661364
36.25511841,-120.1667438
36.2551029,-120.1673955
36.25511182,-120.167487
36.25511776,-120.1681107
36.25511574,-120.168639
36.25511552,-120.1692106
36.25511261,-120.1697672
36.25511379,-120.1703708
36.25511404,-120.1709801
36.25510734,-120.171585
36.25511066,-120.1721756
36.25511195,-120.1728014
36.2551117,-120.1734101
36.25510957,-120.1740146
36.25510491,-120.174597
36.25510592,-120.1751779
36.25510563,-120.1758002
36.25510496,-120.1764089
36.25510356,-120.1770173
36.25510207,-120.1776209
36.25509775,-120.1782219
36.25509382,-120.1787978
36.25509802,-120.1789546
36.25509778,-120.1789549
36.25509576,-120.1792837
36.25509324,-120.1799046
36.25508929,-120.1805197
36.25508794,-120.1811284
36.25508556,-120.1817404
36.25508205,-120.182355
36.25507994,-120.1829577
36.25507557,-120.1835788
36.2550721,-120.1841902
36.25507178,-120.1842633
36.25507089,-120.1847104
36.25506835,-120.1853154
36.25506675,-120.1859099
36.25506421,-120.186556
36.25506155,-120.1871709
36.25505875,-120.1877934
36.25505581,-120.1883913
36.2550528,-120.1889885
36.25505123,-120.1895945
36.25504908,-120.1902053
36.25504721,-120.190792
36.25504485,-120.1913717
36.25504378,-120.1919752
36.25504098,-120.192574
36.25503199,-120.1931749
36.25504093,-120.1933821
36.25504086,-120.1934599
36.25503753,-120.1936296
36.25502829,-120.1942411
36.25501782,-120.1948399
36.25500774,-120.1954392
36.25499598,-120.1960315
36.25498618,-120.1966268
36.25497516,-120.1972078
36.25496638,-120.1977867
36.2549543,-120.1984009
36.25494408,-120.199015
36.25493122,-120.1996761
36.25492077,-120.2003077
36.25490927,-120.2009238
36.25489733,-120.2015826
36.25487221,-120.2020829
36.25486706,-120.2021634
36.2548693,-120.202428
36.25486145,-120.2030303
36.25484977,-120.2036407
36.25483847,-120.204238
36.25482907,-120.2048415
36.25481653,-120.2054377
